000101,112220,112220,111710,111790,18605
000102,111800,111820,111600,111720,10247
000103,111730,111780,111630,111740,4381
000104,111740,111810,111680,111760,5780
000105,111760,111850,111750,111840,3479
000106,111840,111870,111770,111850,3275
000107,111850,111900,111770,111890,3386
000108,111900,111950,111860,111880,3070
000109,111890,111890,111830,111890,2834
000110,111890,111890,111790,111850,2126
000111,111850,111920,111820,111900,2161
000112,111900,112050,111880,111980,5254
000113,111980,112050,111960,112020,3326
000114,112020,112080,111980,112010,3240
000115,112010,112010,111930,111940,2991
000116,111940,112020,111930,112000,1707
000117,112000,112120,112000,112100,3731
000118,112100,112320,112100,112320,7482
000119,112320,112360,112240,112250,6058
000120,112260,112510,112240,112500,9278
000121,112510,112590,112420,112440,7003
000122,112430,112470,112380,112400,2325
000123,112410,112500,112370,112490,2420
000124,112490,112690,112490,112570,11755
000125,112570,112660,112560,112560,4494
000126,112570,112680,112510,112650,6319
000127,112650,112840,112590,112780,13344
000128,112780,112820,112690,112720,5050
000129,112720,112820,112660,112660,5355
000130,112660,112690,112630,112670,2343
000131,112660,112700,112600,112630,2975
000201,112640,112680,112620,112620,1820
000202,112620,112680,112600,112660,1887
000203,112660,112670,112530,112570,3175
000204,112560,112590,112520,112580,1687
000205,112580,112620,112530,112580,1191
000206,112580,112650,112560,112630,1606
000207,112630,112720,112630,112700,2758
000208,112710,112730,112680,112720,1717
000209,112710,112720,112630,112670,1621
000210,112670,112680,112600,112640,1850
000211,112640,112720,112620,112630,1864
000212,112630,112760,112630,112740,2222
000213,112760,112770,112670,112710,2729
000214,112710,112720,112610,112660,2268
000215,112670,112710,112620,112700,1065
000216,112710,112720,112680,112700,810
000217,112700,112740,112670,112710,945
000218,112700,112750,112670,112740,1577
000219,112750,112750,112650,112670,1836
000220,112670,112710,112650,112690,905
000221,112680,112690,112580,112620,1961
000222,112610,112630,112580,112590,835
000223,112590,112620,112560,112600,1581
000224,112600,112650,112590,112610,1275
000225,112620,112630,112550,112590,1186
000226,112590,112610,112550,112610,1313
000227,112600,112650,112570,112620,1238
000228,112620,112690,112580,112610,1908
000229,112610,112680,112600,112610,2042
000301,112620,112670,112570,112670,2078
000302,112670,112720,112600,112700,2115
000303,112700,112750,112660,112730,1881
000304,112730,112920,112690,112820,13841
000305,112820,112910,112790,112890,2493
000306,112890,112930,112820,112930,4664
000307,112930,112970,112860,112960,4269
000308,112970,112980,112890,112930,2389
000309,112930,112940,112820,112880,2822
000310,112880,112930,112830,112920,2799
000311,112920,112960,112850,112860,2358
000312,112880,112930,112860,112890,1913
000313,112900,112960,112880,112900,2044
000314,112900,112930,112860,112870,957
000315,112870,113090,112870,113090,6590
000316,113090,113120,112920,112930,6209
000317,112940,112990,112880,112920,3491
000318,112910,112960,112850,112940,4897
000319,112940,112980,112900,112940,2326
000320,112940,112960,112810,112920,4726
000321,112910,112950,112860,112900,2138
000322,112910,112960,112850,112860,1969
000323,112870,112880,112780,112830,2958
000324,112830,112870,112730,112800,4576
000325,112790,112880,112740,112860,3204
000326,112860,112880,112780,112800,2435
000327,112810,112840,112770,112800,960
000328,112800,112810,112720,112760,2869
000329,112760,112800,112670,112690,3207
000330,112680,112690,112560,112580,7263
000331,112570,112600,112480,112500,6560
000401,112500,112580,112480,112540,3433
000402,112550,112580,112500,112550,3339
000403,112550,112620,112530,112610,2669
000404,112610,112620,112560,112610,1884
000405,112600,112600,112530,112570,1959
000406,112580,112620,112500,112540,3316
000407,112560,112560,112280,112340,12777
000408,112340,112390,112260,112340,5209
000409,112330,112360,112280,112350,3446
000410,112330,112380,112300,112340,3626
000411,112340,112340,112220,112230,6437
000412,112220,112260,112160,112240,7821
000413,112220,112250,112190,112200,4157
000414,112170,112200,111940,112140,9360
000415,112130,112190,111900,111930,7480
000416,111930,112050,111880,112010,3775
000417,112010,112030,111950,112000,1444
000418,111990,112050,111950,112030,1968
000419,112030,112040,111950,112000,1394
000420,112000,112080,111980,112020,2629
000421,112020,112110,112020,112090,2147
000422,112090,112110,112040,112090,637
000423,112090,112150,112090,112140,749
000424,112130,112220,112130,112200,2541
000425,112210,112220,112120,112120,725
000426,112120,112200,112110,112160,723
000427,112150,112170,112120,112130,248
000428,112130,112240,112130,112210,951
000429,112210,112260,112200,112200,1161
000430,112210,112230,112130,112140,667
000501,112150,112190,112130,112170,210
000502,112170,112220,112140,112220,413
000503,112210,112230,112200,112220,196
000504,112230,112240,112190,112200,286
000505,112200,112250,112200,112240,581
000506,112240,112270,112220,112260,694
000507,112260,112280,112250,112270,527
000508,112260,112280,112230,112270,454
000509,112260,112280,112230,112230,519
000510,112240,112250,112190,112190,391
000511,112200,112200,112070,112180,1913
000512,112170,112210,112150,112190,930
000513,112170,112280,112170,112240,1179
000514,112250,112280,112240,112250,498
000515,112250,112250,112230,112250,260
000516,112240,112290,112210,112220,653
000517,112230,112290,112220,112270,350
000518,112260,112340,112250,112320,962
000519,112320,112390,112310,112350,1579
000520,112340,112360,112300,112340,656
000521,112350,112350,112320,112340,171
000522,112350,112370,112280,112290,727
000523,112290,112320,112230,112230,730
000524,112230,112260,112200,112260,629
000525,112260,112260,112220,112240,189
000526,112230,112240,112210,112240,237
000527,112230,112310,112230,112310,305
000528,112300,112350,112280,112350,310
000529,112340,112440,112330,112400,1288
000530,112390,112410,112380,112400,309
000531,112400,112460,112390,112450,627
000601,112440,112450,112430,112440,289
000602,112440,112450,112430,112440,182
000603,112440,112470,112430,112450,364
000604,112440,112480,112420,112480,549
000605,112480,112490,112440,112450,355
000606,112460,112460,112410,112420,450
000607,112420,112470,112410,112460,217
000608,112470,112490,112420,112450,520
000609,112460,112480,112380,112420,1204
000610,112450,112480,112280,112370,9013
000611,112380,112380,112110,112240,8611
000612,112240,112360,112200,112360,4353
000613,112360,112450,112240,112250,4629
000614,112250,112250,112060,112160,6304
000615,112170,112290,112120,112240,3755
000616,112240,112360,112190,112330,3123
000617,112330,112350,112260,112310,1623
000618,112310,112500,112310,112400,4929
000619,112410,112450,112310,112350,3670
000620,112360,112450,112350,112450,1690
000621,112450,112590,112400,112560,4426
000622,112570,112670,112500,112650,4977
000623,112650,112710,112550,112550,6523
000624,112550,112680,112550,112640,5739
000625,112640,112680,112610,112660,2294
000626,112670,112680,112600,112650,1428
000627,112650,112680,112570,112670,2329
000628,112670,112760,112650,112700,5119
000629,112700,112750,112650,112700,2417
000630,112700,112730,112660,112730,1501
000701,112730,112790,112710,112770,2285
000702,112780,112800,112760,112780,2160
000703,112780,112840,112720,112810,4205
000704,112790,112910,112780,112830,4226
000705,112830,112880,112820,112830,1723
000706,112840,112880,112810,112850,2325
000707,112850,112880,112720,112720,3895
000708,112730,112800,112720,112750,2328
000709,112740,112790,112720,112770,1579
000710,112770,112870,112730,112810,2520
000711,112820,112850,112810,112840,1060
000712,112840,112870,112780,112850,1051
000713,112840,112910,112820,112840,1700
000714,112840,112950,112840,112890,3915
000715,112890,112930,112780,112800,2843
000716,112810,112850,112760,112790,2196
